    Year,Season,ranker,player,games,games_started,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
    2024,2023-2024,1,Kyle Filipowski,36,36,30.4,6.1,12.1,.505,5.0,9.0,.559,1.1,3.1,.348,3.1,4.6,.671,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3.0,16.4
2024,2023-2024,2,Jared McCain,36,36,31.6,4.9,10.5,.462,2.4,4.7,.521,2.4,5.8,.414,2.1,2.4,.885,0.8,4.2,5.0,1.9,1.1,0.1,1.3,1.6,14.3
2024,2023-2024,3,Jeremy Roach,35,33,32.7,4.7,10.1,.468,3.2,6.5,.489,1.5,3.6,.429,2.9,3.5,.844,0.6,1.9,2.5,3.3,1.1,0.1,1.4,2.1,14.0
2024,2023-2024,4,Mark Mitchell,33,32,28.6,4.1,7.6,.540,3.8,6.4,.590,0.3,1.2,.275,3.0,4.8,.623,2.2,3.7,6.0,1.1,0.8,0.7,1.2,1.6,11.6
2024,2023-2024,5,Tyrese Proctor,32,25,30.4,3.8,8.9,.423,1.9,3.7,.521,1.8,5.2,.352,1.2,1.5,.755,0.1,2.9,3.0,3.7,0.7,0.1,1.3,1.6,10.5
2024,2023-2024,6,Caleb Foster,27,15,25.4,2.7,6.2,.437,1.7,3.6,.459,1.0,2.6,.406,1.2,1.8,.688,0.4,2.0,2.4,2.1,0.6,0.1,1.1,2.0,7.7
2024,2023-2024,7,Ryan Young,36,2,11.8,1.1,1.9,.582,1.1,1.8,.591,0.0,0.0,.000,0.6,1.0,.629,1.4,2.1,3.4,0.8,0.3,0.5,0.8,1.8,2.8
2024,2023-2024,8,Sean Stewart,33,0,8.3,1.1,1.9,.571,1.1,1.9,.571,0.0,0.0,,0.5,0.8,.536,1.3,1.8,3.2,0.2,0.5,0.5,0.4,1.5,2.6
2024,2023-2024,9,TJ Power,26,0,7.0,0.7,2.0,.333,0.1,0.3,.222,0.6,1.6,.357,0.2,0.3,.857,0.2,0.5,0.7,0.2,0.2,0.1,0.2,0.5,2.1
2024,2023-2024,10,Jaylen Blakes,31,1,9.2,0.6,1.5,.400,0.4,0.8,.500,0.2,0.6,.263,0.5,0.5,.941,0.2,0.6,0.8,0.4,0.7,0.2,0.3,1.0,1.8
2024,2023-2024,11,Christian Reeves,3,0,5.3,0.7,1.0,.667,0.7,1.0,.667,0.0,0.0,,0.3,0.7,.500,0.3,1.3,1.7,0.0,0.0,0.3,0.7,1.0,1.7
2024,2023-2024,12,Spencer Hubbard,10,0,2.2,0.2,0.6,.333,0.1,0.2,.500,0.1,0.4,.250,0.1,0.2,.500,0.0,0.3,0.3,0.2,0.0,0.0,0.1,0.8,0.6
2024,2023-2024,13,Neal Begovich,8,0,2.1,0.0,0.5,.000,0.0,0.1,.000,0.0,0.4,.000,0.3,0.3,1.000,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.3
2023,2022-2023,1,Kyle Filipowski,36,36,29.1,5.3,11.9,.441,4.3,8.5,.505,1.0,3.4,.282,3.6,4.7,.765,2.5,6.5,9.0,1.6,1.3,0.7,2.5,2.6,15.1
2023,2022-2023,2,Jeremy Roach,32,30,33.2,5.0,11.6,.427,3.5,7.4,.475,1.4,4.2,.343,2.2,2.8,.780,0.7,1.8,2.5,3.1,0.9,0.0,2.2,1.8,13.6
2023,2022-2023,3,Tyrese Proctor,36,34,29.4,3.2,8.4,.381,1.9,4.3,.439,1.3,4.1,.320,1.7,1.9,.871,0.5,2.6,3.1,3.3,0.6,0.1,1.6,1.6,9.4
2023,2022-2023,4,Mark Mitchell,35,35,27.1,3.3,6.9,.469,2.7,5.4,.503,0.5,1.5,.352,2.0,2.7,.763,1.3,3.2,4.5,1.2,0.6,0.5,1.3,1.0,9.1
2023,2022-2023,5,Dariq Whitehead,28,7,20.6,3.0,7.0,.421,1.5,3.5,.414,1.5,3.5,.429,0.8,1.0,.793,0.5,2.0,2.4,1.0,0.8,0.2,1.4,1.5,8.3
2023,2022-2023,6,Ryan Young,36,9,17.6,2.5,3.6,.685,2.5,3.6,.685,0.0,0.0,,1.4,1.8,.813,2.3,3.2,5.5,1.3,0.3,0.5,1.1,2.1,6.4
2023,2022-2023,7,Dereck Lively,34,27,20.6,2.3,3.4,.658,2.2,3.1,.721,0.1,0.4,.154,0.6,1.0,.600,2.1,3.3,5.4,1.1,0.5,2.4,0.7,2.7,5.2
2023,2022-2023,8,Jacob Grandison,36,0,15.9,1.5,3.8,.401,0.6,1.2,.548,0.9,2.6,.337,0.4,0.5,.889,0.4,1.6,2.0,1.3,0.4,0.1,0.5,1.0,4.4
2023,2022-2023,9,Jaylen Blakes,32,2,13.2,1.0,2.9,.355,0.6,1.5,.367,0.5,1.4,.341,0.8,1.2,.649,0.3,1.2,1.5,1.3,0.6,0.2,0.6,1.3,3.3
2023,2022-2023,10,Jaden Schutt,14,0,6.9,0.7,2.0,.357,0.2,0.6,.375,0.5,1.4,.350,0.1,0.3,.500,0.2,0.9,1.1,0.4,0.1,0.1,0.0,0.3,2.1
2023,2022-2023,11,Christian Reeves,13,0,3.2,0.6,0.8,.727,0.6,0.8,.727,0.0,0.0,,0.3,0.5,.667,0.7,0.2,0.9,0.1,0.1,0.0,0.2,0.3,1.5
2023,2022-2023,12,Kale Catchings,10,0,3.3,0.4,0.9,.444,0.4,0.8,.500,0.0,0.1,.000,0.0,0.3,.000,0.4,0.4,0.8,0.2,0.1,0.1,0.1,0.3,0.8
2023,2022-2023,13,Stanley Borden,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2022-2023,14,Spencer Hubbard,3,0,3.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.7,0.7,0.0
2023,2022-2023,15,Max Johns,9,0,2.9,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.0,0.0,,0.1,0.3,0.4,0.2,0.2,0.0,0.2,0.2,0.0
2022,2021-2022,1,Paolo Banchero,39,39,33.0,6.3,13.2,.478,5.2,9.8,.525,1.1,3.3,.338,3.5,4.8,.729,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9,17.2
2022,2021-2022,2,Wendell Moore,39,39,33.9,4.8,9.6,.500,3.5,6.4,.544,1.3,3.2,.413,2.4,3.0,.805,1.2,4.1,5.3,4.4,1.4,0.2,1.9,1.6,13.4
2022,2021-2022,3,Trevor Keels,36,26,30.2,4.1,9.8,.419,2.6,4.9,.522,1.5,4.8,.312,1.8,2.7,.670,0.8,2.6,3.4,2.7,1.2,0.1,1.3,1.3,11.5
2022,2021-2022,4,Mark Williams,39,39,23.6,4.9,6.8,.721,4.9,6.8,.723,0.0,0.0,.000,1.4,2.0,.727,2.6,4.8,7.4,0.9,0.5,2.8,0.9,2.1,11.2
2022,2021-2022,5,AJ Griffin,39,25,24.0,3.7,7.6,.493,1.9,3.5,.547,1.8,4.1,.447,1.1,1.4,.792,0.8,3.2,3.9,1.0,0.5,0.6,0.6,1.1,10.4
2022,2021-2022,6,Jeremy Roach,39,27,29.4,3.0,7.4,.410,2.0,4.3,.473,1.0,3.1,.322,1.6,2.1,.763,0.3,2.1,2.4,3.2,0.8,0.1,1.6,2.2,8.6
2022,2021-2022,7,Joey Baker,34,0,11.9,1.5,3.5,.432,0.6,1.3,.477,0.9,2.2,.405,0.6,0.8,.778,0.3,0.9,1.2,0.4,0.4,0.0,0.5,1.2,4.5
2022,2021-2022,8,Theo John,38,0,11.3,1.2,2.0,.605,1.2,1.9,.622,0.0,0.1,.000,0.4,0.6,.625,0.9,1.6,2.5,0.4,0.4,0.9,0.4,1.9,2.8
2022,2021-2022,9,Bates Jones,27,0,5.3,0.5,1.3,.382,0.1,0.2,.800,0.3,1.1,.310,0.1,0.1,1.000,0.5,0.6,1.1,0.4,0.1,0.1,0.2,0.4,1.4
2022,2021-2022,10,Michael Savarino,11,0,2.3,0.4,0.9,.400,0.0,0.1,.000,0.4,0.8,.444,0.0,0.0,,0.1,0.4,0.5,0.0,0.1,0.0,0.1,0.1,1.1
2022,2021-2022,11,Jaylen Blakes,21,0,4.5,0.4,1.3,.286,0.1,0.5,.273,0.2,0.8,.294,0.0,0.0,.000,0.2,0.5,0.7,0.5,0.2,0.0,0.4,0.5,1.0
2022,2021-2022,12,Spencer Hubbard,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3
2022,2021-2022,13,Keenan Worthington,9,0,2.7,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,,0.1,0.4,.250,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.2,0.3
2022,2021-2022,14,Stanley Borden,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2020-2021,1,Matthew Hurt,24,23,32.7,6.8,12.3,.556,4.5,7.0,.639,2.3,5.3,.444,2.3,3.2,.724,1.5,4.7,6.2,1.4,0.8,0.7,1.2,3.2,18.3
2021,2020-2021,2,DJ Steward,24,22,30.8,4.7,11.0,.426,2.9,5.8,.504,1.8,5.3,.341,1.8,2.2,.811,1.2,2.7,3.9,2.4,1.1,0.6,2.0,1.2,13.0
2021,2020-2021,3,Jalen Johnson,13,8,21.4,4.4,8.4,.523,3.8,7.0,.538,0.6,1.4,.444,1.8,2.9,.632,1.5,4.5,6.1,2.2,1.2,1.2,2.5,2.2,11.2
2021,2020-2021,4,Wendell Moore,24,18,27.6,3.6,8.6,.417,2.7,5.5,.481,0.9,3.0,.301,1.6,1.9,.848,1.2,3.5,4.8,2.7,1.2,0.2,2.0,2.4,9.7
2021,2020-2021,5,Jeremy Roach,24,18,27.4,3.3,7.1,.456,2.2,3.7,.591,1.1,3.5,.313,1.1,1.7,.675,0.6,1.6,2.2,2.8,0.8,0.0,2.0,2.7,8.7
2021,2020-2021,6,Mark Williams,23,15,15.2,3.1,4.7,.664,3.1,4.7,.664,0.0,0.0,,1.0,1.8,.537,1.9,2.6,4.5,0.7,0.6,1.4,0.9,1.5,7.1
2021,2020-2021,7,Jordan Goldwire,24,12,28.5,2.2,5.8,.379,1.4,3.5,.410,0.8,2.4,.333,0.6,0.8,.737,0.8,2.1,2.9,4.0,2.2,0.1,1.4,2.2,5.8
2021,2020-2021,8,Jaemyn Brakefield,22,2,12.5,1.4,3.5,.408,0.9,1.9,.488,0.5,1.6,.314,0.2,0.5,.417,0.7,1.9,2.5,0.5,0.4,0.4,0.5,1.2,3.5
2021,2020-2021,9,Joey Baker,23,1,11.5,1.0,3.1,.310,0.3,0.9,.300,0.7,2.2,.314,0.3,0.3,.750,0.3,0.9,1.2,0.4,0.3,0.3,0.8,1.0,2.9
2021,2020-2021,10,Keenan Worthington,2,0,2.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
2021,2020-2021,11,Henry Coleman,19,0,5.0,0.5,1.1,.500,0.5,1.0,.526,0.0,0.1,.000,0.1,0.3,.200,0.7,0.7,1.4,0.2,0.2,0.3,0.3,0.3,1.1
2021,2020-2021,12,Patrick Tape,10,1,4.5,0.5,1.3,.385,0.5,1.3,.385,0.0,0.0,,0.1,0.4,.250,0.6,0.5,1.1,0.3,0.5,0.2,0.4,1.1,1.1
2021,2020-2021,13,Mike Buckmire,4,0,1.3,0.3,0.8,.333,0.3,0.8,.333,0.0,0.0,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.5
2021,2020-2021,14,Michael Savarino,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.5,1.0,.500,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5
2020,2019-2020,1,Vernon Carey,31,30,24.9,6.4,11.1,.577,6.2,10.5,.590,0.3,0.7,.381,4.7,7.0,.670,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7,17.8
2020,2019-2020,2,Tre Jones,29,29,35.4,5.6,13.2,.423,4.2,9.5,.447,1.3,3.7,.361,3.7,4.8,.771,0.7,3.6,4.2,6.4,1.8,0.3,2.7,1.8,16.2
2020,2019-2020,3,Cassius Stanley,29,29,27.4,4.4,9.3,.474,3.3,6.3,.527,1.1,3.0,.360,2.7,3.6,.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6
2020,2019-2020,4,Matthew Hurt,31,22,20.5,3.5,7.3,.487,2.2,3.8,.571,1.4,3.5,.393,1.3,1.7,.741,1.5,2.2,3.8,0.9,0.5,0.7,0.9,1.9,9.7
2020,2019-2020,5,Wendell Moore,25,11,24.0,2.6,6.2,.416,2.4,5.4,.444,0.2,0.8,.211,2.2,2.7,.806,1.6,2.6,4.2,1.9,0.9,0.2,2.4,2.1,7.4
2020,2019-2020,6,Alex O'Connell,29,6,13.3,2.1,5.1,.405,1.3,2.4,.549,0.7,2.7,.273,0.4,0.7,.579,0.6,1.7,2.2,0.8,0.8,0.1,0.7,0.7,5.2
2020,2019-2020,7,Joey Baker,28,3,12.1,1.8,4.4,.410,0.8,1.8,.431,1.0,2.5,.394,0.4,0.4,.917,0.1,0.8,0.9,0.8,0.5,0.2,0.5,1.7,5.0
2020,2019-2020,8,Jordan Goldwire,31,15,24.1,1.9,3.8,.487,1.3,2.3,.577,0.5,1.5,.354,0.5,0.7,.636,0.6,1.9,2.5,2.3,1.5,0.2,0.9,1.5,4.7
2020,2019-2020,9,Javin DeLaurier,31,2,13.2,1.3,2.4,.554,1.3,2.2,.588,0.0,0.2,.167,0.8,1.3,.667,1.2,2.4,3.5,0.5,0.6,0.9,0.7,2.3,3.5
2020,2019-2020,10,Jack White,30,7,15.6,1.0,2.7,.388,0.5,0.9,.500,0.6,1.7,.327,0.4,0.6,.722,0.8,2.1,2.9,0.8,0.7,0.7,0.7,1.4,3.1
2020,2019-2020,11,Justin Robinson,15,1,6.8,1.1,2.1,.516,0.5,0.7,.700,0.6,1.4,.429,0.1,0.1,.500,0.5,1.0,1.5,0.5,0.3,1.1,0.2,1.2,2.8
2020,2019-2020,12,Mike Buckmire,8,0,2.0,0.1,0.6,.200,0.1,0.5,.250,0.0,0.1,.000,0.0,0.0,,0.1,0.8,0.9,0.1,0.0,0.0,0.1,0.0,0.3
2020,2019-2020,13,Michael Savarino,0,0,,,,,,,,,,,,,,,,,,,,,,
2020,2019-2020,14,Keenan Worthington,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,2018-2019,1,R.J. Barrett,38,38,35.3,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6
2019,2018-2019,2,Zion Williamson,33,33,30.0,9.0,13.2,.680,8.2,11.0,.747,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6
2019,2018-2019,3,Cam Reddish,36,35,29.7,4.3,12.0,.356,1.8,4.6,.394,2.5,7.4,.333,2.4,3.2,.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5
2019,2018-2019,4,Tre Jones,36,36,34.2,3.7,8.9,.414,2.9,6.0,.486,0.8,2.9,.262,1.3,1.7,.758,0.9,2.9,3.8,5.3,1.9,0.2,1.5,1.6,9.4
2019,2018-2019,5,Marques Bolden,35,21,19.0,1.9,3.3,.579,1.9,3.1,.617,0.0,0.2,.000,1.5,2.1,.726,1.9,2.5,4.5,0.5,0.5,1.7,0.7,2.1,5.3
2019,2018-2019,6,Alex O'Connell,36,7,14.0,1.5,3.4,.447,0.7,1.2,.581,0.8,2.2,.375,0.5,0.7,.760,0.4,1.4,1.9,0.6,0.6,0.0,0.8,0.5,4.4
2019,2018-2019,7,Jack White,35,3,20.5,1.3,3.7,.359,0.6,1.0,.588,0.8,2.8,.278,0.7,0.8,.852,1.3,3.4,4.7,0.7,0.6,1.1,0.7,1.8,4.1
2019,2018-2019,8,Javin DeLaurier,38,16,16.3,1.6,2.1,.747,1.6,2.1,.756,0.0,0.0,.000,0.7,1.3,.560,1.7,2.6,4.4,0.4,0.9,1.3,0.8,2.7,3.8
2019,2018-2019,9,Antonio Vrankovic,17,1,5.2,0.4,0.8,.500,0.4,0.8,.500,0.0,0.0,,0.5,0.9,.563,0.8,0.5,1.3,0.4,0.1,0.3,0.2,0.9,1.4
2019,2018-2019,10,Justin Robinson,17,0,3.4,0.5,0.8,.615,0.2,0.2,1.000,0.2,0.5,.444,0.0,0.1,.000,0.1,0.4,0.5,0.1,0.1,0.2,0.2,0.4,1.2
2019,2018-2019,11,Brennan Besser,4,0,3.0,0.3,1.5,.167,0.3,0.5,.500,0.0,1.0,.000,0.5,0.5,1.000,0.5,0.3,0.8,0.3,0.0,0.0,0.3,0.3,1.0
2019,2018-2019,12,Jordan Goldwire,35,0,8.6,0.3,1.3,.273,0.3,0.5,.474,0.1,0.7,.120,0.1,0.2,.500,0.2,0.6,0.8,0.7,0.6,0.0,0.3,0.9,0.9
2019,2018-2019,13,Joey Baker,4,0,4.5,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.3,0.5,1.3,0.8
2019,2018-2019,14,Mike Buckmire,4,0,3.3,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,,0.5,0.5,1.0,0.3,0.0,0.0,0.3,0.0,0.0
2018,2017-2018,1,Marvin Bagley,33,32,33.9,8.2,13.3,.614,7.5,11.6,.647,0.7,1.8,.397,4.0,6.3,.627,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0
2018,2017-2018,2,Grayson Allen,37,37,35.6,4.9,11.7,.418,2.1,4.2,.503,2.8,7.5,.370,2.9,3.4,.850,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5
2018,2017-2018,3,Gary Trent,37,37,33.9,4.8,11.5,.415,2.2,5.0,.430,2.6,6.5,.402,2.3,2.6,.876,0.8,3.4,4.2,1.4,1.2,0.1,1.0,1.7,14.5
2018,2017-2018,4,Wendell Carter,37,37,26.9,4.8,8.6,.561,4.3,7.4,.586,0.5,1.2,.413,3.4,4.5,.738,2.9,6.1,9.1,2.0,0.8,2.1,2.0,2.8,13.5
2018,2017-2018,5,Trevon Duval,37,34,29.8,4.0,9.4,.428,3.2,6.5,.490,0.8,2.9,.290,1.4,2.4,.596,0.5,1.4,2.0,5.6,1.5,0.1,2.8,2.4,10.3
2018,2017-2018,6,Marques Bolden,29,2,12.9,1.7,2.7,.615,1.7,2.7,.615,0.0,0.0,,0.6,0.9,.593,1.3,2.3,3.6,0.6,0.3,1.0,0.6,1.4,3.9
2018,2017-2018,7,Javin DeLaurier,33,5,12.7,1.4,2.1,.643,1.3,1.9,.710,0.0,0.2,.125,0.6,1.2,.553,1.6,2.3,4.0,0.5,0.6,0.6,0.7,2.2,3.4
2018,2017-2018,8,Alex O'Connell,36,1,10.4,1.2,2.4,.477,0.6,1.2,.465,0.6,1.3,.489,0.4,0.5,.737,0.5,0.9,1.4,0.5,0.3,0.1,0.4,0.4,3.3
2018,2017-2018,9,Jordan Tucker,2,0,7.0,1.0,2.0,.500,0.5,1.0,.500,0.5,1.0,.500,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,3.0
2018,2017-2018,10,Justin Robinson,17,0,4.8,0.5,1.1,.421,0.1,0.1,1.000,0.4,1.0,.353,0.1,0.2,.250,0.0,0.6,0.6,0.1,0.0,0.5,0.3,0.4,1.4
2018,2017-2018,11,Jordan Goldwire,26,0,6.5,0.3,1.1,.321,0.2,0.3,.444,0.2,0.7,.263,0.1,0.2,.750,0.1,0.3,0.5,0.9,0.3,0.0,0.3,0.7,1.0
2018,2017-2018,12,Antonio Vrankovic,14,0,4.7,0.4,0.9,.500,0.4,0.9,.500,0.0,0.0,,0.1,0.3,.500,0.4,0.7,1.1,0.5,0.0,0.1,0.3,0.8,1.0
2018,2017-2018,13,Mike Buckmire,4,0,1.3,0.3,0.5,.500,0.3,0.5,.500,0.0,0.0,,0.3,0.3,1.000,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.3,0.8
2018,2017-2018,14,Jack White,28,0,5.7,0.3,0.8,.409,0.3,0.4,.700,0.1,0.4,.167,0.1,0.1,1.000,0.4,1.1,1.5,0.3,0.3,0.2,0.3,0.4,0.8
2017,2016-2017,1,Luke Kennard,37,36,35.5,6.4,13.1,.489,4.0,7.7,.525,2.4,5.4,.438,4.3,5.1,.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5
2017,2016-2017,2,Jayson Tatum,29,27,33.3,5.7,12.6,.452,4.3,8.6,.504,1.4,4.0,.342,4.1,4.8,.849,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8
2017,2016-2017,3,Grayson Allen,34,25,29.6,4.1,10.5,.395,1.8,4.0,.444,2.4,6.5,.365,3.8,4.7,.811,0.7,3.1,3.7,3.5,0.8,0.1,2.2,2.3,14.5
2017,2016-2017,4,Frank Jackson,36,16,24.9,3.7,7.8,.473,2.3,4.2,.539,1.4,3.6,.395,2.1,2.8,.755,0.6,1.9,2.5,1.7,0.6,0.1,1.4,2.4,10.9
2017,2016-2017,5,Amile Jefferson,35,35,29.7,4.2,6.8,.613,4.2,6.8,.613,0.0,0.0,,2.6,4.1,.629,2.4,6.0,8.4,1.5,0.7,1.9,1.4,2.7,10.9
2017,2016-2017,6,Matt Jones,37,33,32.9,2.6,6.4,.399,1.2,2.5,.489,1.4,3.9,.342,0.5,0.7,.731,1.0,1.8,2.8,1.9,1.7,0.2,1.1,2.3,7.0
2017,2016-2017,7,Harry Giles,26,6,11.5,1.7,3.0,.577,1.7,3.0,.577,0.0,0.0,,0.5,0.9,.500,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9
2017,2016-2017,8,Chase Jeter,16,6,14.9,0.8,1.6,.500,0.8,1.6,.500,0.0,0.0,,0.9,1.7,.556,1.1,1.6,2.7,0.4,0.4,1.1,1.1,1.9,2.6
2017,2016-2017,9,Antonio Vrankovic,13,0,7.8,1.0,1.5,.684,1.0,1.5,.684,0.0,0.0,,0.5,0.8,.636,1.2,1.4,2.6,0.4,0.0,0.3,0.5,1.2,2.5
2017,2016-2017,10,Jack White,10,0,6.1,0.6,0.9,.667,0.5,0.7,.714,0.1,0.2,.500,0.8,1.0,.800,0.2,1.1,1.3,0.1,0.1,0.2,0.4,0.5,2.1
2017,2016-2017,11,Javin DeLaurier,12,0,7.2,0.8,0.9,.818,0.8,0.8,.900,0.0,0.1,.000,0.1,0.3,.250,0.7,1.3,1.9,0.1,0.3,0.3,0.7,1.8,1.6
2017,2016-2017,12,Marques Bolden,24,1,6.5,0.7,1.5,.457,0.7,1.5,.457,0.0,0.0,,0.2,0.3,.625,0.6,0.5,1.1,0.1,0.1,0.3,0.5,1.3,1.5
2017,2016-2017,13,Justin Robinson,6,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.2,0.3,.500,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2
2017,2016-2017,14,Brennan Besser,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017,2016-2017,15,Nick Pagliuca,5,0,1.6,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2016,2015-2016,1,Grayson Allen,36,35,36.6,6.6,14.3,.466,4.1,8.3,.502,2.5,6.0,.417,5.9,7.0,.837,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7,21.6
2016,2015-2016,2,Brandon Ingram,36,34,34.6,5.9,13.4,.442,3.7,8.0,.464,2.2,5.4,.410,3.2,4.7,.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3
2016,2015-2016,3,Luke Kennard,36,11,26.7,3.9,9.3,.421,2.4,4.5,.528,1.5,4.8,.320,2.4,2.8,.889,1.0,2.6,3.6,1.5,0.9,0.2,0.8,1.9,11.8
2016,2015-2016,4,Amile Jefferson,9,9,30.3,4.6,6.7,.683,4.6,6.7,.683,0.0,0.0,,2.3,4.2,.553,4.8,5.6,10.3,1.4,1.0,1.1,1.7,2.6,11.4
2016,2015-2016,5,Matt Jones,35,35,31.8,3.5,8.7,.408,1.4,3.5,.397,2.2,5.2,.415,1.1,1.5,.736,1.0,1.5,2.5,2.3,1.0,0.2,1.1,2.6,10.4
2016,2015-2016,6,Marshall Plumlee,36,36,30.5,2.9,4.3,.688,2.9,4.3,.688,0.0,0.0,,2.4,4.3,.575,3.3,5.3,8.6,1.1,0.8,1.6,1.1,2.8,8.3
2016,2015-2016,7,Derryck Thornton,36,20,26.0,2.6,6.7,.390,1.9,4.4,.424,0.8,2.3,.325,1.1,1.6,.690,0.3,1.6,1.8,2.5,0.8,0.2,1.6,2.1,7.1
2016,2015-2016,8,Chase Jeter,32,0,7.9,0.7,1.2,.553,0.7,1.2,.553,0.0,0.0,,0.6,1.2,.541,0.8,1.1,1.9,0.1,0.1,0.3,0.6,1.8,1.9
2016,2015-2016,9,Antonio Vrankovic,5,0,2.8,0.4,0.4,1.000,0.4,0.4,1.000,0.0,0.0,,0.0,0.0,,0.4,1.0,1.4,0.0,0.2,0.2,0.6,0.6,0.8
2016,2015-2016,10,Sean Obi,10,0,2.7,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,,0.3,0.6,.500,0.6,0.4,1.0,0.0,0.0,0.1,0.2,0.8,0.5
2016,2015-2016,11,Brennan Besser,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2015-2016,12,Nick Pagliuca,10,0,1.0,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,0.0,0.0,,0.1,0.3,0.4,0.0,0.1,0.0,0.1,0.1,0.0
2015,2014-2015,1,Jahlil Okafor,38,38,30.1,7.3,11.1,.664,7.3,11.1,.664,0.0,0.0,,2.6,5.1,.510,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3
2015,2014-2015,2,Quinn Cook,39,39,35.8,5.1,11.3,.453,2.5,4.6,.536,2.6,6.6,.395,2.5,2.8,.891,0.4,3.0,3.4,2.6,1.0,0.0,1.2,1.9,15.3
2015,2014-2015,3,Justise Winslow,39,39,29.1,4.4,9.1,.486,3.3,6.3,.516,1.2,2.8,.418,2.6,4.0,.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6
2015,2014-2015,4,Tyus Jones,39,39,33.9,3.5,8.3,.417,2.3,5.1,.440,1.2,3.2,.379,3.7,4.2,.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8
2015,2014-2015,5,Rasheed Sulaimon,20,0,19.3,2.6,6.3,.413,1.5,3.5,.420,1.2,2.9,.404,1.1,1.7,.667,0.2,1.8,2.0,1.8,1.0,0.1,1.3,2.0,7.5
