    Year,Season,ranker,player,games,games_started,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
1996,1995-1996,10,Baker Perry,5,0,0.8,0.4,0.4,1.000,0.2,0.2,1.000,0.2,0.2,1.000,0.2,0.2,1.000,,,0.2,0.0,0.0,0.0,0.0,0.2,1.2
1996,1995-1996,11,Todd Singleton,13,0,1.8,0.2,0.5,.500,0.2,0.5,.500,0.0,0.0,,0.4,0.5,.833,,,0.1,0.1,0.0,0.0,0.1,0.0,0.8
1996,1995-1996,12,Stan Brunson,21,0,9.1,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,0.3,0.6,.583,,,2.2,0.1,0.1,0.0,0.6,1.6,0.7
1996,1995-1996,13,Jay Heaps,6,0,2.5,0.2,0.8,.200,0.0,0.5,.000,0.2,0.3,.500,0.0,0.3,.000,,,0.2,1.2,0.3,0.0,0.3,1.2,0.5
1996,1995-1996,14,Jeremy Hall,10,0,1.3,0.1,0.2,.500,0.1,0.2,.500,0.0,0.0,,0.2,0.2,1.000,,,0.1,0.1,0.0,0.0,0.0,0.0,0.4
1995,1994-1995,1,Cherokee Parks,31,31,35.2,7.2,14.3,.501,6.2,11.5,.534,1.0,2.7,.365,3.7,4.7,.776,,,9.3,1.5,0.8,1.8,2.0,2.2,19.0
1995,1994-1995,2,Jeff Capel,31,29,29.4,4.6,10.4,.446,2.6,6.0,.435,2.0,4.4,.460,1.2,1.8,.643,,,2.7,4.1,1.0,0.2,3.6,2.2,12.5
1995,1994-1995,3,Trajan Langdon,31,24,25.7,4.0,8.8,.453,2.1,4.4,.478,1.9,4.5,.428,1.4,1.8,.786,,,2.1,1.5,0.4,0.1,1.2,2.2,11.3
1995,1994-1995,4,Erik Meek,31,30,28.7,3.8,6.1,.621,3.8,6.1,.621,0.0,0.0,,2.7,4.6,.580,,,8.3,0.8,0.9,1.2,1.6,3.3,10.3
1995,1994-1995,5,Ricky Price,27,14,24.0,3.3,7.0,.474,2.9,5.5,.517,0.5,1.5,.317,1.0,1.5,.675,,,3.3,1.0,0.9,0.2,1.3,1.6,8.1
1995,1994-1995,6,Kenneth Blakeney,27,8,17.9,1.9,4.3,.440,1.4,3.0,.469,0.5,1.3,.371,1.2,1.9,.615,,,1.7,2.2,0.4,0.1,1.7,1.7,5.4
1995,1994-1995,7,Greg Newton,25,0,11.4,1.6,2.5,.661,1.6,2.5,.661,0.0,0.0,,0.7,1.4,.472,,,3.4,0.2,0.3,0.6,0.7,2.0,4.0
1995,1994-1995,8,Steve Wojciechowski,28,15,19.3,1.3,3.6,.343,0.3,0.9,.308,1.0,2.7,.355,0.5,0.9,.577,,,1.4,2.9,0.6,0.0,1.5,1.9,4.0
1995,1994-1995,9,Chris Collins,28,3,16.1,1.3,4.3,.298,0.7,1.7,.396,0.6,2.6,.233,0.7,0.9,.769,,,1.1,1.7,0.5,0.0,1.0,1.7,3.9
1995,1994-1995,10,Tony Moore,19,1,7.3,0.8,1.3,.667,0.8,1.3,.667,0.0,0.0,,1.1,1.4,.741,,,2.1,0.5,0.1,0.5,0.4,1.0,2.7
1995,1994-1995,11,Carmen Wallace,13,0,4.9,0.7,1.4,.500,0.5,1.0,.538,0.2,0.4,.400,0.4,0.5,.714,,,1.1,0.2,0.1,0.2,0.4,0.5,1.9
1995,1994-1995,12,Todd Singleton,2,0,1.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
